         647060 function calls (643877 primitive calls) in 1.693 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.003    0.003 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/apply.py:109(get_result)
      302    0.002    0.000    0.003    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numerictypes.py:578(_can_coerce_all)
      401    0.001    0.000    0.003    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:403(is_datetime64_dtype)
     1000    0.003    0.000    0.003    0.000 {built-in method numpy.concatenate}
       63    0.000    0.000    0.003    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/construction.py:537(sanitize_array)
       15    0.001    0.000    0.003    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1066(number_peaks)
        3    0.001    0.000    0.003    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:953(<listcomp>)
      3/2    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap_external>:722(exec_module)
        1    0.000    0.000    0.003    0.003 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:292(from_arrays)
       96    0.000    0.000    0.003    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1443(__init__)
       11    0.000    0.000    0.003    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/series.py:3600(_reduce)
      315    0.000    0.000    0.003    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/algorithms.py:163(_ensure_arraylike)
      147    0.000    0.000    0.003    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/stride_tricks.py:143(broadcast_to)
     1054    0.003    0.000    0.003    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.002    0.002 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/extraction.py:225(<listcomp>)
        1    0.000    0.000    0.002    0.002 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/apply.py:228(apply_standard)
        4    0.000    0.000    0.002    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:134(get_iterator)
      691    0.001    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1198(is_datetime_or_timedelta_dtype)
      147    0.002    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/stride_tricks.py:116(_broadcast_to)
        1    0.000    0.000    0.002    0.002 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/arrays/categorical.py:2686(_factorize_from_iterables)
        1    0.000    0.000    0.002    0.002 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/arrays/categorical.py:2708(<listcomp>)
        2    0.000    0.000    0.002    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/arrays/categorical.py:2646(_factorize_from_iterable)
        9    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tsa/tsatools.py:16(add_trend)
      341    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/inference.py:304(is_array_like)
      662    0.001    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:923(is_signed_integer_dtype)
        2    0.000    0.000    0.002    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/arrays/categorical.py:317(__init__)
        3    0.000    0.000    0.002    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/series.py:2668(sort_values)
      932    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:151(__exit__)
       38    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/series.py:669(__array__)
      924    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
        7    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1663(create_block_manager_from_arrays)
       30    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:197(ratio_beyond_r_sigma)
     1431    0.002    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/utilities/string_manipulation.py:65(add_parenthesis_if_string_value)
      948    0.001    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:929(construct_from_string)
      675    0.001    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:605(is_string_dtype)
       10    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/nanops.py:68(_f)
      932    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:78(acquire)
      932    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.002    0.002 {pandas._libs.lib.fast_unique_multiple_list_gen}
      3/2    0.000    0.000    0.002    0.001 {built-in method builtins.exec}
      597    0.001    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/fromnumeric.py:1583(ravel)
     1200    0.001    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:943(complex_agg)
      650    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:980(is_unsigned_integer_dtype)
       25    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/construction.py:217(prep_ndarray)
        3    0.000    0.000    0.002    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1151(linear_trend)
        6    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:10938(stat_func)
       69    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/base.py:786(array)
      160    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:78(__init__)
     1759    0.002    0.000    0.002    0.000 {method 'argmin' of 'numpy.ndarray' objects}
       30    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numeric.py:2431(isclose)
        1    0.000    0.000    0.002    0.002 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/synchronize.py:11(<module>)
        3    0.000    0.000    0.002    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/linalg/linalg.py:1864(pinv)
      503    0.001    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:131(is_object_dtype)
     1591    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
        3    0.000    0.000    0.002    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1848(energy_ratio_by_chunks)
      388    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:472(is_timedelta64_dtype)
      932    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:103(release)
      387    0.001    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numerictypes.py:365(issubdtype)
      129    0.001    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numeric.py:1620(moveaxis)
        1    0.000    0.000    0.002    0.002 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:148(_get_splitter)
        6    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:576(module_from_spec)
       54    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:3940(__getitem__)
        1    0.000    0.000    0.002    0.002 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:250(group_info)
        1    0.000    0.000    0.002    0.002 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:267(_get_compressed_labels)
      745    0.001    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1784(_is_dtype)
       75    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numeric.py:406(count_nonzero)
        3    0.000    0.000    0.002    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:649(kurtosis)
        1    0.000    0.000    0.002    0.002 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/series.py:3261(unstack)
       17    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/algorithms.py:1544(take_nd)
        7    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1696(form_blocks)
        1    0.000    0.000    0.002    0.002 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/reshape/reshape.py:377(unstack)
        6    0.000    0.000    0.002    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/arrayprint.py:411(_get_format_function)
       63    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/construction.py:684(_try_cast)
        3    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:323(agg_autocorrelation)
        1    0.000    0.000    0.001    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:708(__init__)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1040(create_module)
        3    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:633(skewness)
        1    0.000    0.000    0.001    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexing.py:1271(_convert_to_indexer)
        3    0.001    0.000    0.001    0.000 {built-in method _imp.create_dynamic}
     2365    0.001    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/construction.py:471(<genexpr>)
        6    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tsa/stattools.py:297(acovf)
      188    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:5318(ensure_index)
       24    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:709(_try_coerce_args)
        6    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/arrayprint.py:367(<lambda>)
      165    0.001    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/shape_base.py:25(atleast_1d)
        6    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/arrayprint.py:834(__init__)
      229    0.001    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/_dtype.py:319(_name_get)
       75    0.001    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/regression/linear_model.py:1429(__init__)
      932    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
      942    0.001    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/arrays/sparse.py:196(construct_from_string)
       35    0.001    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:186(_rebuild_blknos_and_blklocs)
      355    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1545(is_float_dtype)
        6    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/arrayprint.py:861(fillFormat)
        1    0.000    0.000    0.001    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexing.py:1108(_get_listlike_indexer)
      273    0.000    0.000    0.001    0.000 {built-in method builtins.any}
        3    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/signaltools.py:282(fftconvolve)
      500    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/arrayprint.py:707(_formatArray)
    192/6    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/arrayprint.py:716(recurser)
        3    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1225(spkt_welch_density)
        1    0.000    0.000    0.001    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_utils.py:251(_environ_cols_linux)
       67    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:5408(default_index)
       24    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/concat.py:101(_concat_compat)
        1    0.000    0.000    0.001    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/reshape/reshape.py:82(__init__)
      162    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.generic' objects}
      333    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:572(is_categorical_dtype)
      345    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/fromnumeric.py:93(take)
        1    0.000    0.000    0.001    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:268(<listcomp>)
     2339    0.001    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:119(<lambda>)
        4    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:364(labels)
        3    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/spectral.py:294(welch)
        2    0.000    0.000    0.001    0.001 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:384(_make_labels)
       18    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/arraysetops.py:151(unique)
        3    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/spectral.py:460(csd)
  181/175    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:5053(__getattr__)
       27    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/numeric.py:67(_shallow_copy)
     1257    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
       30    0.001    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/shape_base.py:715(array_split)
      234    0.000    0.000    0.001    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:536(is_interval_dtype)
      648    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
